genus, genusid, species, speciesid
Sclerophora, 500, peronella, 469
Scoliciosporum, 502, chlorococcum, 1320
Scoliciosporum, 502, curvatum, 2979
Scoliciosporum, 502, gallurae, 4512
Scoliciosporum, 502, perpusillum, 4124
Scoliciosporum, 502, pruinosum, 1321
Scoliciosporum, 502, sarothamni, 4123
Scoliciosporum, 502, schadeanum, 4122
Scoliciosporum, 502, umbrinum, 1322
Solorina, 510, bispora var. bispora, 4128
Solorina, 510, bispora var. macrospora, 4129
Solorina, 510, bispora var. monospora, 4130
Solorina, 510, bispora, 1327
Solorina, 510, crocea, 1329
Solorina, 510, octospora, 4127
Solorina, 510, saccata, 1330
Solorina, 510, spongiosa, 1331
Solorinella, 511, asteriscus, 4131
Sphaerophorus, 513, fragilis, 1332
Sphaerophorus, 513, globosus, 1333
Sphaerophorus, 513, melanocarpus, 1334
Sphinctrina, 515, anglica, 2860
Sporastatia, 519, polyspora, 4134
Sporastatia, 519, testudinea, 4135
Squamarina, 522, cartilaginea, 2859
Squamarina, 522, gypsacea, 2934
Squamarina, 522, lamarckii, 4148
Squamarina, 522, lentigera, 4140
Staurothele, 523, caesia, 1341
Staurothele, 523, frustulenta, 4155
Staurothele, 523, fuscocuprea, 4162
Staurothele, 523, guestphalica, 4151
Staurothele, 523, rugulosa, 4174
Staurothele, 523, succedens, 1348
Steinia, 525, geophana, 1349
Stenhammarella, 526, turgida, 3879
Stenocybe, 527, major, 4176
Stenocybe, 527, pullatula, 1350
Stereocaulon, 528, alpinum, 2935
Stereocaulon, 528, botryosum, 4182
Stereocaulon, 528, capitellatum, 1342
Stereocaulon, 528, dactylophyllum, 1352
Stereocaulon, 528, incrustatum, 4184
Stereocaulon, 528, nanodes, 1357
Stereocaulon, 528, rivulorum, 4189
Sticta, 529, fuliginosa, 1367
Sticta, 529, limbata, 1368
Sticta, 529, sylvatica, 1369
Stigmidium, 531, peltideae, 2900
Stigmidium, 531, punctillum, 2902
Stigmidium, 531, schaereri, 2905
Stigmidium, 531, stygnospilum, 2907
Strangospora, 533, deplanata, 1937
Strangospora, 533, moriformis, 1372
Strangospora, 533, ochrophora, 1373
Strangospora, 533, pinicola, 1374
Strigula, 534, affinis, 1377
Strigula, 534, glabra, 3860
Strigula, 534, jamesii, 1375
Strigula, 534, mediterranea, 6039
Strigula, 534, stigmatella, 1798
Synalissa, 536, symphorea, 4190
Teichospora, 542, ampullacea, 6034
Teloschistes, 544, chrysophthalmus, 4191
Tephromela, 545, atra var. corticola, 4196
Tephromela, 545, atra forma atra, 630
Tephromela, 545, atra, 1799
Tephromela, 545, pertusarioides, 4197
Thamnolia, 549, vermicularis, 2231
Thelenella, 550, modesta, 900
Thelidium, 553, decipiens, 1385
Thelidium, 553, incavatum, 1389
Thelidium, 553, minimum, 4229
Thelidium, 553, olivaceum, 4230
Thelidium, 553, papulare, 1394
Thelidium, 553, pyrenophorum, 1395
Thelidium, 553, rehmii, 4235
Thelidium, 553, zwackhii, 4245
Thelocarpon, 555, laureri, 1401
Thelomma, 556, ocellatum, 1406
Thelopsis, 557, flaveola, 1407
Thelopsis, 557, melathelia, 4260
Thelopsis, 557, rubella, 1408
Thelotrema, 558, lepadinum, 1410
Thrombium, 561, epigaeum, 1414
Thyrea, 562, confusa, 4272
Toninia, 564, albilabra, 4285
Toninia, 564, alutacea, 1421
Toninia, 564, aromatica, 1415
Toninia, 564, athallina, 2371
Toninia, 564, candida, 2866
Toninia, 564, cinereovirens, 4287
Toninia, 564, coelestina, 4298
Toninia, 564, diffracta, 1420
Toninia, 564, episema, 2374
Toninia, 564, lutosa, 4279
Toninia, 564, opuntioides, 8224
Toninia, 564, philippea, 2372
Toninia, 564, physaroides, 4282
Toninia, 564, rosulata, 4277
Toninia, 564, sedifolia, 1416
Toninia, 564, squalida, 1427
Toninia, 564, taurica, 4281
Toninia, 564, toniniana, 4278
Toninia, 564, tristis, 4280
Toninia, 564, verrucarioides, 4296
Trapelia, 568, coarctata, 1431
Trapelia, 568, corticola, 1428
Trapelia, 568, involuta, 1432
Trapelia, 568, mooreana, 1433
Trapelia, 568, placodioides, 1430
Trapeliopsis, 569, aeneofusca, 4306
Trapeliopsis, 569, flexuosa, 692
Trapeliopsis, 569, gelatinosa, 726
Trapeliopsis, 569, granulosa, 727
Trapeliopsis, 569, pseudogranulosa, 1429
Tremella, 571, cladoniae, 2826
Tremella, 571, hypogymniae, 1781
Tremolecia, 572, atrata, 1438
Umbilicaria, 583, cinerascens, 4310
Umbilicaria, 583, crustulosa, 2936
Umbilicaria, 583, cylindrica, 1446
Umbilicaria, 583, deusta, 1447
Umbilicaria, 583, grisea, 1443
Umbilicaria, 583, microphylla, 4321
Umbilicaria, 583, nylanderiana, 4312
Umbilicaria, 583, polyphylla, 1451
Umbilicaria, 583, vellea, 1454
Usnea, 585, cavernosa, 4336
Usnea, 585, ceratina, 1458
Usnea, 585, cornuta, 1469
Usnea, 585, diplotypus, 4335
Usnea, 585, filipendula, 1460
Usnea, 585, florida, 1462
Usnea, 585, fulvoreagens, 4344
Usnea, 585, glabrata, 1466
Usnea, 585, glabrescens, 1467
Usnea, 585, hirta, 1468
Usnea, 585, intermedia, 6057
Usnea, 585, lapponica, 1465
Usnea, 585, longissima, 1457
Usnea, 585, madeirensis, 4337
Usnea, 585, prostrata  s.l., 2836
Usnea, 585, rigida  s.l., 4338
Usnea, 585, scabrata, 4341
Usnea, 585, silesiaca, 2767
Usnea, 585, subfloridana, 1471
Usnea, 585, substerilis, 4345
Usnea, 585, substerilis/lapponica, 2837
Usnea, 585, wasmuthii, 1914
Varicellaria, 586, rhodocarpa, 4346
Verrucaria, 587, caerulea, 4838
Verrucaria, 587, calciseda, 4355
Verrucaria, 587, dolosa, 4348
Verrucaria, 587, elaeina, 8272
Verrucaria, 587, elaeomelaena, 1488
Verrucaria, 587, foveolata, 4369
Verrucaria, 587, fuscella, 4851
Verrucaria, 587, hochstetteri, 1495
Verrucaria, 587, macrostoma, 4416
Verrucaria, 587, marmorea, 1482
Verrucaria, 587, muralis, 1507
Verrucaria, 587, murina, 1508
Verrucaria, 587, nigrescens, 1510
Verrucaria, 587, ochrostoma, 4372
Verrucaria, 587, pinguicula, 1512
Verrucaria, 587, praetermissa, 1513
Verrucaria, 587, viridula forma tectorum, 1519
Verrucaria, 587, viridula, 8273
Vezdaea, 589, aestivalis, 1520
Vezdaea, 589, retigera, 1522
Vezdaea, 589, rheocarpa, 4464
Vezdaea, 589, stipitata, 1523
Vouauxiella, 590, lichenicola, 1765
Vulpicida, 592, pinastri, 337
Vulpicida, 592, tubulosus, 3147
Xanthoria, 596, calcicola, 1526
Xanthoria, 596, candelaria, 1527
Xanthoria, 596, elegans, 1528
Xanthoria, 596, fallax, 1529
Xanthoria, 596, fulva, 1971
Xanthoria, 596, parietina, 1530
Xanthoria, 596, polycarpa, 1531
Xanthoria, 596, sorediata, 4467
Xanthoria, 596, ucrainica, 8291
Xanthoria, 596, ulophyllodes, 2015
Xylographa, 598, minutula, 4469
Xylographa, 598, parallela, 1532
Xylographa, 598, trunciseda, 1533
Xylographa, 598, vitiligo, 1534
Zamenhofia, 600, hibernica, 1178
aff. Biatora, 602, areolata, 6026
aff. Lecania, 603, cyrtellina, 614
aff. Pyrrhospora, 604, quernea, 2965
