bryo_taxa_id,klasse,familie,gattung,art,autor,unterart,autor_unterart,name_de,name_en,rl2004
3717,Lebermoose,Aytoniaceae,Mannia,fragrans,(Balbis) Frye & L.Clark ,subsp. fragrans,,Wohlriechendes Grimaldimoos,,VU
280,Lebermoose,Aytoniaceae,Mannia,fragrans,(Balbis) Frye & L.Clark,,,Wohlriechendes Grimaldimoos,,VU
283,Lebermoose,Aytoniaceae,Mannia,pilosa,(Hornem.) Frye & L.Clark,,,Gebirgs-Grimaldimoos,,VU
286,Lebermoose,Aytoniaceae,Mannia,triandra,(Scop.) Grolle,,,Fels-Grimaldimoos,,VU
3721,Lebermoose,Marchantiaceae,Marchantia,paleacea,Bertol. ,subsp. paleacea,,Schuppiges Brunnenlebermoos,,VU
289,Lebermoose,Marchantiaceae,Marchantia,paleacea,Bertol.,,,Schuppiges Brunnenlebermoos,,VU
291,Lebermoose,Marchantiaceae,Marchantia,polymorpha,,subsp. montivagans,Bischl. & Boissel.-Dub.,Berg-Brunnenlebermoos,,DD
292,Lebermoose,Marchantiaceae,Marchantia,polymorpha,L. ,subsp. polymorpha,,Wasser-Brunnenlebermoos,,DD
3723,Lebermoose,Marchantiaceae,Marchantia,polymorpha,,subsp. ruderalis,Bischl. & Boissel.-Dub.,Gemeines Brunnenlebermoos,,DD
290,Lebermoose,Marchantiaceae,Marchantia,polymorpha,L.,,,Gemeines Brunnenlebermoos,Star-headed Liverwort,LC
161,Lebermoose,Gymnomitriaceae,Marsupella,apiculata,Schiffn.,,,Spitzlappiges Nacktmützenmoos,,VU
298,Lebermoose,Gymnomitriaceae,Marsupella,boeckii,(Austin) Kaal.,,,Draht-Geldbeutelmoos,,VU
3730,Lebermoose,Gymnomitriaceae,Marsupella,emarginata,,subsp. aquatica,(Lindenb.) Meyl.,Ausgerandetes Geldbeutelmoos,Notched Rustwort,DD
3731,Lebermoose,Gymnomitriaceae,Marsupella,emarginata,(Ehrh.) Dumort. ,subsp. emarginata,,Ausgerandetes Geldbeutelmoos,Notched Rustwort,DD
305,Lebermoose,Gymnomitriaceae,Marsupella,emarginata,(Ehrh.) Dumort.,,,Ausgerandetes Geldbeutelmoos,Notched Rustwort,LC
309,Lebermoose,Gymnomitriaceae,Marsupella,funckii,(F.Weber & D.Mohr) Dumort.,,,Funcks Geldbeutelmoos,Funck's Rustwort,LC
3738,Lebermoose,Gymnomitriaceae,Marsupella,sparsifolia,(Lindb.) Dumort. ,subsp. sparsifolia,,Entferntblättriges Geldbeutelmoos,,VU
313,Lebermoose,Gymnomitriaceae,Marsupella,sparsifolia,(Lindb.) Dumort.,,,Entferntblättriges Geldbeutelmoos,,VU
314,Lebermoose,Gymnomitriaceae,Marsupella,sphacelata,(Lindenb.) Dumort.,,,Brandfleckiges Geldbeutelmoos,Speckled Rustwort,LC
315,Lebermoose,Gymnomitriaceae,Marsupella,sprucei,(Limpr.) Bernet,,,Spruces Geldbeutelmoos,Spruce's Rustwort,LC
1677,Laubmoose,Meesiaceae,Meesia,longiseta,Hedw.,,,Langstieliges Bruchmoos,,RE
1678,Laubmoose,Meesiaceae,Meesia,triquetra,(Jolycl.) Ã…ngstr.,,,Dreizeiliges Bruchmoos,,NT
1679,Laubmoose,Meesiaceae,Meesia,uliginosa,Hedw.,,,Haar-Bruchmoos,Broad-nerved Hump-moss,LC
3744,Lebermoose,Metzgeriaceae,Metzgeria,conjugata,Lindb. ,subsp. conjugata,,Breites Igelhaubenmoos,,LC
317,Lebermoose,Metzgeriaceae,Metzgeria,conjugata,Lindb.,,,Breites Igelhaubenmoos,Rock Veilwort,LC
319,Lebermoose,Metzgeriaceae,Metzgeria,furcata,(L.) Dumort.,,,Gewöhnliches Igelhaubenmoos,Forked Veilwort,LC
321,Lebermoose,Metzgeriaceae,Metzgeria,temperata,Kuwah.,,,Brutkörperbildendes Igelhaubenmoos,Whiskered Veilwort,LC
2724,Lebermoose,Metzgeriaceae,Metzgeria,violacea,(Ach.) Dumort.,,,Blauendes Igelhaubenmoos,,LC
1805,Laubmoose,Pottiaceae,Microbryum,curvicollum,(Hedw.) R.H.Zander,,,Krummstieliges Glanzmoos,Swan-necked Earth-moss,EN
2006,Laubmoose,Pottiaceae,Microbryum,davallianum,(Sm.) R.H.Zander,,,Davalls Pottmoos,Smallest Pottia,EN
1811,Laubmoose,Pottiaceae,Microbryum,floerkeanum,(F.Weber & D.Mohr) Schimp.,,,Flörkes Glanzmoos,,CR
2001,Laubmoose,Pottiaceae,Microbryum,rectum,(With.) R.H.Zander,,,Gerades Glanzmoos,Upright Pottia,DD
2004,Laubmoose,Pottiaceae,Microbryum,starckeanum,(Hedw.) R.H.Zander,,,Starkes Pottmoos,Starke's Pottia,EN
230,Lebermoose,Lejeuneaceae,Microlejeunea,ulicina,(Taylor) A.Evans,,,Zwerglappenmoos,Fairy Beads,LC
1681,Laubmoose,Mniaceae,Mielichhoferia,elongata,(Hook.) Hornsch.,,,Verlängertes Mielichhofermoos,Elongate Copper-moss,VU
1683,Laubmoose,Mniaceae,Mielichhoferia,mielichhoferiana,(Funck) Loeske,,,Echtes Mielichhofer-Moos,,VU
1689,Laubmoose,Mniaceae,Mnium,hornum,Hedw.,,,Schwanenhals-Sternmoos,Swan's-neck Thyme-moss,LC
1686,Laubmoose,Mniaceae,Mnium,lycopodioides,Schwägr.,,,Zweihäusiges Sternmoos,,NT
1690,Laubmoose,Mniaceae,Mnium,marginatum,(Dicks.) P.Beauv.,,,Gesäumtes Sternmoos,Bordered Thyme-moss,LC
1694,Laubmoose,Mniaceae,Mnium,spinosum,(Voit) Schwägr.,,,Dornzähniges Sternmoos,,LC
1696,Laubmoose,Mniaceae,Mnium,spinulosum,Bruch & Schimp.,,,Gezähneltes Sternmoos,,LC
1697,Laubmoose,Mniaceae,Mnium,stellare,Hedw.,,,Echtes Sternmoos,Starry Thyme-moss,LC
1698,Laubmoose,Mniaceae,Mnium,thomsonii,Schimp.,,,Geradschnäbeliges Sternmoos,,LC
322,Lebermoose,Moerckiaceae,Moerckia,blyttii,(Moerch) Brockm.,,,Blytts Mörchmoos,,LC
324,Lebermoose,Moerckiaceae,Moerckia,flotoviana,(Nees) Schiffn.,,,Flotows Mörchmoos,,DD
3763,Lebermoose,Moerckiaceae,Moerckia,hibernica,(Hook.) Gottsche,,,Irländisches Mörchmoos,,EN
325,Lebermoose,Myliaceae,Mylia,anomala,(Hook.) Gray,,,Unechtes Dünnkelchmoos,Anomalous Flapwort,NT
327,Lebermoose,Myliaceae,Mylia,taylorii,(Hook.) Gray,,,Echtes Dünnkelchmoos,Taylor's Flapwort,VU
1702,Laubmoose,Pterigynandraceae,Myurella,julacea,(Schwägr.) Schimp.,,,Kätzchenartiges Mäuseschwänzchenmoos,Small Mouse-tail Moss,LC
1703,Laubmoose,Pterigynandraceae,Myurella,tenerrima,(Brid.) Lindb.,,,Zartes Mäuseschwänzchenmoos,,NT
329,Lebermoose,Jungermanniaceae,Nardia,breidleri,(Limpr.) Lindb.,,,Breidler-Scheibenblattmoos,Book Flapwort,VU
331,Lebermoose,Jungermanniaceae,Nardia,compressa,(Hook.) Gray,,,Bach-Scheibenblattmoos,Compressed Flapwort,NT
333,Lebermoose,Jungermanniaceae,Nardia,geoscyphus,(De Not.) Lindb.,,,Kleines Scheibenblattmoos,Earth-cup Flapwort,LC
335,Lebermoose,Jungermanniaceae,Nardia,insecta,Lindb.,,,Eingeschnittenes Scheibenblattmoos,,VU
339,Lebermoose,Jungermanniaceae,Nardia,scalaris,Gray ,subsp. scalaris,,Gewöhnliches Scheibenblattmoos,,LC
337,Lebermoose,Jungermanniaceae,Nardia,scalaris,Gray,,,Gewöhnliches Scheibenblattmoos,Ladder Flapwort,LC
1512,Laubmoose,Neckeraceae,Neckera,besseri,(Lobarz.) Jur.,,,Bessers Flachmoos,,EN
1705,Laubmoose,Neckeraceae,Neckera,complanata,(Hedw.) Huebener,,,Glattes Neckermoos,Flat Neckera,LC
1706,Laubmoose,Neckeraceae,Neckera,crispa,Hedw.,,,Krausblättriges Neckermoos,Crisped Neckera,LC
1707,Laubmoose,Neckeraceae,Neckera,menziesii,Drumm.,,,Geschwollenes Neckermoos,,CR
1715,Laubmoose,Neckeraceae,Neckera,pennata,Hedw.,,,Gefiedertes Neckermoos,,CR
1716,Laubmoose,Neckeraceae,Neckera,pumila,Hedw.,,,Niedriges Neckermoos,Dwarf Neckera,VU
2058,Laubmoose,Leucodontaceae,Nogopterium,gracile,(Hedw.) Crosby & W.R.Buck,,,Zartes Vogelfussmoos,Bird's-foot Wing-moss,VU
340,Lebermoose,Cephaloziaceae,Nowellia,curvifolia,(Dicks.) Mitt.,,,Krummblattmoos,Rustwort,LC
341,Lebermoose,Cephaloziaceae,Odontoschisma,denudatum,(Mart.) Dumort.,,,Nacktes Schlitzkelchmoos,Matchstick Flapwort,NT
342,Lebermoose,Cephaloziaceae,Odontoschisma,elongatum,(Lindb.) A.Evans,,,Verlängertes Schlitzkelchmoos,,NT
343,Lebermoose,Cephaloziaceae,Odontoschisma,macounii,(Austin) Underw.,,,Macouns Schlitzkelchmoos,,VU
344,Lebermoose,Cephaloziaceae,Odontoschisma,sphagni,(Dicks.) Dumort.,,,Hochmoor-Schlitzkelchmoos,Bog-moss Flapwort,VU
1720,Laubmoose,Polytrichaceae,Oligotrichum,hercynicum,(Hedw.) Lam. & DC.,,,Harz-Armhaarmoos,Hercynian Haircap,LC
1722,Laubmoose,Rhabdoweisiaceae,Oncophorus,virens,(Hedw.) Brid.,,,Grünes Hakenmoos,Green Spur-moss,LC
1724,Laubmoose,Rhabdoweisiaceae,Oncophorus,wahlenbergii,Brid.,,,Nordisches Kropfmoos,Wahlenberg's Spur-moss,VU
1727,Laubmoose,Rhabdoweisiaceae,Oreas,martiana,(Hoppe & Hornsch.) Brid.,,,Tauernmoos,,VU
1728,Laubmoose,Rhabdoweisiaceae,Oreoweisia,torquescens,(Brid.) Wijk & Margad.,,,Gesägtes Bergperlmoos,,VU
1733,Laubmoose,Hypnaceae,Orthothecium,chryseon,(Schwägr.) Schimp.,,,Gold-Seidenglanzmoos,,CR
1734,Laubmoose,Hypnaceae,Orthothecium,intricatum,(Hartm.) Schimp.,,,Kleines Seidenglanzmoos,Fine-leaved Leskea,LC
1735,Laubmoose,Hypnaceae,Orthothecium,rufescens,(Brid.) Schimp.,,,Rötliches Seidenglanzmoos,Red Leskea,LC
1736,Laubmoose,Hypnaceae,Orthothecium,strictum,Lorentz,,,Steifes Seidenglanzmoos,,EN
1739,Laubmoose,Orthotrichaceae,Orthotrichum,affine,Brid.,,,Verwandtes Goldhaarmoos,Wood Bristle-moss,LC
1743,Laubmoose,Orthotrichaceae,Orthotrichum,alpestre,Bruch & Schimp.,,,Alpen-Goldhaarmoos,,EN
1744,Laubmoose,Orthotrichaceae,Orthotrichum,anomalum,Hedw.,,,Stein-Goldhaarmoos,Anomalous Bristle-moss,LC
1746,Laubmoose,Orthotrichaceae,Orthotrichum,callistomum,Bruch & Schimp.,,,Schönmündiges Goldhaarmoos,,RE
1747,Laubmoose,Orthotrichaceae,Orthotrichum,cupulatum,Brid.,,,Becher-Goldhaarmoos,Hooded Bristle-moss,LC
1755,Laubmoose,Orthotrichaceae,Orthotrichum,diaphanum,Brid.,,,Glashaartragendes Goldhaarmoos,White-tipped Bristle-moss,LC
2666,Laubmoose,Orthotrichaceae,Orthotrichum,laevigatum,J.E.Zetterst.,,,Glattes Goldhaarmoos,,VU
1758,Laubmoose,Orthotrichaceae,Orthotrichum,lyellii,Hook. & Taylor,,,Lyells Goldhaarmoos,Lyell's Bristle-moss,LC
1759,Laubmoose,Orthotrichaceae,Orthotrichum,microcarpum,De Not.,,,Kleinfrüchtiges Goldhaarmoos,,CR
1761,Laubmoose,Orthotrichaceae,Orthotrichum,obtusifolium,Brid.,,,Stumpfblättriges Goldhaarmoos,Blunt-leaved Bristle-moss,LC
1762,Laubmoose,Orthotrichaceae,Orthotrichum,pallens,Brid.,,,Blasses Goldhaarmoos,,LC
1766,Laubmoose,Orthotrichaceae,Orthotrichum,patens,Brid.,,,Weitmündiges Goldhaarmoos,,NT
1767,Laubmoose,Orthotrichaceae,Orthotrichum,pulchellum,Brunt.,,,Hübsches Goldhaarmoos,Elegant Bristle-moss,VU
3805,Laubmoose,Orthotrichaceae,Orthotrichum,pumilum,anon.,,,Zwerg-Goldhaarmoos,,LC
1773,Laubmoose,Orthotrichaceae,Orthotrichum,rogeri,Brid.,,,Grosssporiges Goldhaarmoos,,VU
1774,Laubmoose,Orthotrichaceae,Orthotrichum,rupestre,Schwägr.,,,Felsen-Goldhaarmoos,Rock Bristle-moss,LC
1777,Laubmoose,Orthotrichaceae,Orthotrichum,scanicum,Gronvall,,,Weisshaubiges Goldhaarmoos,,CR
1771,Laubmoose,Orthotrichaceae,Orthotrichum,schimperi,Hammar,,,Schimpers Goldhaarmoos,,DD
1779,Laubmoose,Orthotrichaceae,Orthotrichum,speciosum,Nees,,,Schönes Goldhaarmoos,,LC
1781,Laubmoose,Orthotrichaceae,Orthotrichum,stellatum,Brid.,,,Glänzendes Goldhaarmoos,,CR
1783,Laubmoose,Orthotrichaceae,Orthotrichum,stramineum,Brid.,,,Gelbhaubiges Goldhaarmoos,Straw Bristle-moss,LC
3811,Laubmoose,Orthotrichaceae,Orthotrichum,striatum,Hedw.,,,Glattfrüchtiges Goldhaarmoos,,LC
1787,Laubmoose,Orthotrichaceae,Orthotrichum,tenellum,Brid.,,,Zartes Goldhaarmoos,Slender Bristle-moss,VU
1788,Laubmoose,Orthotrichaceae,Orthotrichum,urnigerum,Myrin,,,Urnenförmiges Goldhaarmoos,,CR
2520,Lebermoose,Oxymitraceae,Oxymitra,incrassata,(Brot.) Sérgio & Sim-Sim,,,Spitzmützenmoos,,VU
1331,Laubmoose,Brachytheciaceae,Oxyrrhynchium,hians,(Hedw.) Loeske,,,Kleines Schönschnabelmoos,Swartz's Feather-moss,LC
1347,Laubmoose,Brachytheciaceae,Oxyrrhynchium,pumilum,(Wilson) Loeske,,,Kleinstes Schönschnabelmoos,Dwarf Feather-moss,VU
1350,Laubmoose,Brachytheciaceae,Oxyrrhynchium,schleicheri,(R.Hedw.) Röll,,,Stolonen-Schönschnabelmoos,Twist-tip Feather-moss,LC
1352,Laubmoose,Brachytheciaceae,Oxyrrhynchium,speciosum,(Brid.) Warnst.,,,Sumpf-Schönschnabelmoos,Showy Feather-moss,LC
3815,Laubmoose,Pottiaceae,Oxystegus,daldinianus,(De Not.) Köckinger & al.,,,Daldinis Spitzdeckelmoos,,DD
3816,Laubmoose,Pottiaceae,Oxystegus,minor,Köckinger & al.,,,Kleineres Spitzdeckelmoos,,DD
3818,Laubmoose,Pottiaceae,Oxystegus,tenuirostris,(Hook. & Taylor) A.J.E.Sm.,,,Dünnschnäbeliges Spitzdeckelmoos,,LC
1795,Laubmoose,Meesiaceae,Paludella,squarrosa,(Hedw.) Brid.,,,Sparriges Sumpfmoos,Tufted Fen-moss,VU
3292,Laubmoose,Amblystegiaceae,Palustriella,commutata,(Hedw.) Ochyra,,,Veränderliches Starknervmoos,,LC
1117,Laubmoose,Amblystegiaceae,Palustriella,decipiens,(De Not.) Ochyra,,,Täuschendes Starknervmoos,Lesser Curled Hook-moss,LC
3295,Laubmoose,Amblystegiaceae,Palustriella,falcata,(Brid.) Hedenäs,,,Sichel-Starknervmoos,,LC
1797,Laubmoose,Dicranaceae,Paraleucobryum,enerve,(Thed.) Loeske,,,Rippenloses Weissgabelzahnmoos,,LC
1801,Laubmoose,Dicranaceae,Paraleucobryum,longifolium,(Hedw.) Loeske,,,Langblättriger Weissgabelzahn,,LC
1802,Laubmoose,Dicranaceae,Paraleucobryum,sauteri,(Bruch & Schimp.) Loeske,,,Sauters Weissgabelzahn,,DD
349,Lebermoose,Plagiochilaceae,Pedinophyllum,interruptum,(Nees) Kaal.,,,Flachblattmoos,Craven Featherwort,LC
3824,Lebermoose,Pelliaceae,Pellia,endiviifolia,(Dicks.) Dumort. ,subsp. endiviifolia,,Kelch-Beckenmoos,,LC
350,Lebermoose,Pelliaceae,Pellia,endiviifolia,(Dicks.) Dumort.,,,Kelch-Beckenmoos,Endive Pellia,LC
355,Lebermoose,Pelliaceae,Pellia,epiphylla,(L.) Corda ,subsp. epiphylla,,Gemeines Beckenmoos,,DD
352,Lebermoose,Pelliaceae,Pellia,epiphylla,(L.) Corda,,,Gemeines Beckenmoos,Overleaf Pellia,LC
3826,Lebermoose,Pelliaceae,Pellia,neesiana,(Gottsche) Limpr. ,subsp. neesiana,,Nees' Beckenmoos,,LC
356,Lebermoose,Pelliaceae,Pellia,neesiana,(Gottsche) Limpr.,,,Nees' Beckenmoos,Nees' Pellia,LC
357,Lebermoose,Cleveaceae,Peltolepis,quadrata,(Saut.) Müll.Frib.,,,Schildschuppenmoos,,EN
10,Hornmoose,Notothyladaceae,Phaeoceros,laevis,,subsp. carolinianus,(Michx.) Prosk.,Einhäusiges Braunhornmoos,Carolina Hornworts,EN
1807,Laubmoose,Pottiaceae,Phascum,cuspidatum,Hedw.,,,Spitzblatt-Glanzmoos,Cuspidate Earth-moss,LC
1815,Laubmoose,Bartramiaceae,Philonotis,caespitosa,Jur.,,,Rasiges Quellmoos,Tufted Apple-moss,VU
1817,Laubmoose,Bartramiaceae,Philonotis,calcarea,(Bruch & Schimp.) Schimp.,,,Kalk-Quellmoos,Thick-nerved Apple-moss,LC
1812,Laubmoose,Bartramiaceae,Philonotis,capillaris,Lindb.,,,Arnells Quellmoos,Arnell's Apple-moss,VU
1818,Laubmoose,Bartramiaceae,Philonotis,fontana,(Hedw.) Brid.,,,Gemeines Quellmoos,Fountain Apple-moss,LC
1819,Laubmoose,Bartramiaceae,Philonotis,marchica,(Hedw.) Brid.,,,Märkisches Quellmoos,,CR
1821,Laubmoose,Bartramiaceae,Philonotis,rigida,Brid.,,,Steifes Quellmoos,Rigid Apple-moss,VU
1822,Laubmoose,Bartramiaceae,Philonotis,seriata,Mitt.,,,Reihenblättriges Quellmoos,Spiral Apple-moss,LC
1823,Laubmoose,Bartramiaceae,Philonotis,tomentella,Molendo,,,Feinfilziges Quellmoos,,LC
1826,Laubmoose,Funariaceae,Physcomitrium,eurystomum,,subsp. acuminatum,(Bruch & Schimp.) Giacom.,Weitmündiges Blasenmützenmoos,,VU
3842,Laubmoose,Funariaceae,Physcomitrium,eurystomum,Sendtn.,subsp. eurystomum,,Weitmündiges Blasenmützenmoos,,VU
1825,Laubmoose,Funariaceae,Physcomitrium,eurystomum,Sendtn.,,,Weitmündiges Blasenmützenmoos,,VU
1827,Laubmoose,Funariaceae,Physcomitrium,patens,(Hedw.) Mitt.,,,Kleinblasenmützenmoos,Spreading Earth-moss,VU
1830,Laubmoose,Funariaceae,Physcomitrium,pyriforme,(Hedw.) Bruch & Schimp.,,,Birnförmiges Blasenmützenmoos,Common Bladder-moss,LC
1832,Laubmoose,Funariaceae,Physcomitrium,sphaericum,(Schkuhr) Brid.,,,Kugelförmiges Blasenmützenmoos,Dwarf Bladder-moss,RE
1833,Laubmoose,Bryaceae,Plagiobryum,demissum,(Hook.) Lindb.,,,Niedriges Schiefbirnmoos,Alpine Hump-moss,CR
1834,Laubmoose,Bryaceae,Plagiobryum,zieri,(Hedw.) Lindb.,,,Ziers Schiefbirnmoos,Zierian Hump-moss,NT
359,Lebermoose,Aytoniaceae,Plagiochasma,rupestre,(J.R.Forst. & G.Forst.) Steph.,,,Kugel-Lebermoos,,VU
360,Lebermoose,Plagiochilaceae,Plagiochila,asplenioides,(L. Emend. Taylor) Dumort.,,,Grosses Muschelmoos,Greater Featherwort,LC
2522,Lebermoose,Plagiochilaceae,Plagiochila,britannica,Paton,,,Britisches Muschelmoos,,VU
362,Lebermoose,Plagiochilaceae,Plagiochila,exigua,(Taylor) Taylor,,,Winziges Muschelmoos,Petty Featherwort,VU
363,Lebermoose,Plagiochilaceae,Plagiochila,porelloides,(Nees) Lindenb.,,,Kleines Muschelmoos,Lesser Featherwort,LC
1836,Laubmoose,Mniaceae,Plagiomnium,affine,(Funck) T.J.Kop.,,,Verwandtes Kriechsternmoos,Many-fruited Thyme-moss,LC
1838,Laubmoose,Mniaceae,Plagiomnium,cuspidatum,(Hedw.) T.J.Kop.,,,Spiess-Kriechsternmoos,Woodsy Thyme-moss,LC
1840,Laubmoose,Mniaceae,Plagiomnium,elatum,(Bruch & Schimp.) T.J.Kop.,,,Sumpf-Kriechsternmoos,Tall Thyme-moss,LC
1843,Laubmoose,Mniaceae,Plagiomnium,ellipticum,(Brid.) T.J.Kop.,,,Ellipsenblättriges Kriechsternmoos,Marsh Thyme-moss,LC
1847,Laubmoose,Mniaceae,Plagiomnium,medium,(Bruch & Schimp.) T.J.Kop.,,,Mittleres Kriechsternmoos,,LC
1848,Laubmoose,Mniaceae,Plagiomnium,rostratum,(Schrad.) T.J.Kop.,,,Geschnäbeltes Kriechsternmoos,Long-beaked Thyme-moss,LC
1851,Laubmoose,Mniaceae,Plagiomnium,undulatum,(Hedw.) T.J.Kop.,,,Gewelltblättriges Kriechsternmoos,Hart's-tongue Thyme-moss,LC
1853,Laubmoose,Bartramiaceae,Plagiopus,oederianus,(Sw.) H.A.Crum & L.E.Anderson,,,Oeders Krummfussmoos,Oeder's Apple-moss,LC
1856,Laubmoose,Plagiotheciaceae,Plagiothecium,cavifolium,(Brid.) Z.Iwats.,,,Hohlblättriges Plattmoos,,LC
1860,Laubmoose,Plagiotheciaceae,Plagiothecium,denticulatum,(Hedw.) Schimp.,,,Gezähntes Plattmoos,Dentated Silk-moss,LC
2646,Laubmoose,Plagiotheciaceae,Plagiothecium,laetum,Schimp.,,,Glänzendes Plattmoos,,NE
1868,Laubmoose,Plagiotheciaceae,Plagiothecium,neckeroideum,Schimp.,,,Neckermoosartiges Plattmoos,,VU
1870,Laubmoose,Plagiotheciaceae,Plagiothecium,nemorale,(Mitt.) A.Jaeger,,,Hain-Plattmoos,Woodsy Silk-moss,LC
1874,Laubmoose,Plagiotheciaceae,Plagiothecium,piliferum,(Sw.) Schimp.,,,Haar-Plattmoos,,VU
1877,Laubmoose,Plagiotheciaceae,Plagiothecium,platyphyllum,Mönk.,,,Breitblättriges Plattmoos,,LC
1878,Laubmoose,Plagiotheciaceae,Plagiothecium,ruthei,Limpr.,,,Sumpf-Plattmoos,,VU
1880,Laubmoose,Plagiotheciaceae,Plagiothecium,succulentum,(Wilson) Lindb.,,,Saftiges Plattmoos,Juicy Silk-moss,LC
1882,Laubmoose,Plagiotheciaceae,Plagiothecium,undulatum,(Hedw.) Schimp.,,,Gewelltes Plattmoos,Waved Silk-moss,LC
1354,Laubmoose,Brachytheciaceae,Plasteurhynchium,striatulum,(Spruce) M.Fleisch.,,,Kalk-Schönschnabelmoos,Lesser Striated Feather-moss,LC
514,Laubmoose,Amblystegiaceae,Platydictya,jungermannioides,(Brid.) H.A.Crum,,,Breitnetzmoos,Spruce's Leskea,LC
1883,Laubmoose,Pylaisiadelphaceae,Platygyrium,repens,(Brid.) Schimp.,,,Kriechendes Breitringmoos,Flat-brocade Moss,LC
1884,Laubmoose,Ditrichaceae,Pleuridium,acuminatum,Lindb.,,,Pfriemenblättriges Seitenköpfchenmoos,Taper-leaved Earth-moss,LC
1888,Laubmoose,Ditrichaceae,Pleuridium,subulatum,(Hedw.) Rabenh.,,,Wechselblättriges Seitenköpfchenmoos,Awl-leaved Earth-moss,LC
1890,Laubmoose,Pottiaceae,Pleurochaete,squarrosa,(Brid.) Lindb.,,,Sparriges Seitenfruchtmoos,Side-fruited Crisp-moss,VU
365,Lebermoose,Cephaloziaceae,Pleurocladula,albescens,(Hook.) Grolle,,,Weissliches Seitenastmoos,Snow Threadwort,LC
1891,Laubmoose,Hylocomiaceae,Pleurozium,schreberi,(Brid.) Mitt.,,,Rotstengelmoos,Red-stemmed Feather-moss,LC
1898,Laubmoose,Bryaceae,Pohlia,andalusica,(Höhn.) Broth.,,,Andalusisches Pohlmoos,,LC
2488,Laubmoose,Bryaceae,Pohlia,andrewsii,A.J.Shaw,,,Gebirgs-Pohlmoos,,NT
1900,Laubmoose,Bryaceae,Pohlia,annotina,(Hedw.) Lindb.,,,Vorjähriges Pohlmoos,Pale-fruited Thread-moss,LC
1902,Laubmoose,Bryaceae,Pohlia,bulbifera,(Warnst.) Warnst.,,,Bulbillen-Pohlmoos,,VU
1903,Laubmoose,Bryaceae,Pohlia,camptotrachela,(Renauld & Cardot) Broth.,,,Krummhals-Pohlmoos,,VU
1905,Laubmoose,Bryaceae,Pohlia,cruda,(Hedw.) Lindb.,,,Hellgrünes Pohlmoos,Opal Thread-moss,LC
1907,Laubmoose,Bryaceae,Pohlia,drummondii,(Müll.Hal.) A.L.Andrews,,,Veränderliches Pohlmoos,Drummond's Thread-moss,LC
1912,Laubmoose,Bryaceae,Pohlia,elongata,Hedw.,,,Verlängertes Pohlmoos,Long-fruited Thread-moss,LC
1924,Laubmoose,Bryaceae,Pohlia,filum,(Schimp.) Mårtensson,,,Faden-Pohlmoos,,LC
2500,Laubmoose,Bryaceae,Pohlia,flexuosa,Hook.,,,Goldgemmen-Pohlmoos,,VU
1928,Laubmoose,Bryaceae,Pohlia,lescuriana,(Sull.) Ochi,,,Kleines Pohlmoos,,VU
1935,Laubmoose,Bryaceae,Pohlia,longicolla,(Hedw.) Lindb.,,,Langhals-Pohlmoos,,LC
1937,Laubmoose,Bryaceae,Pohlia,ludwigii,(Schwägr.) Broth.,,,Schneeboden-Pohlmoos,Ludwig's Thread-moss,LC
1940,Laubmoose,Bryaceae,Pohlia,lutescens,(Limpr.) H.Lindb.,,,Glänzendes Pohlmoos,Yellow Thread-moss,NT
1944,Laubmoose,Bryaceae,Pohlia,melanodon,(Brid.) A.J.Shaw,,,Rötliches Pohlmoos,Pink-fruited Thread-moss,NT
1951,Laubmoose,Bryaceae,Pohlia,nutans,(Hedw.) Lindb. ,subsp. nutans,,Nickendes Pohlmoos,,LC
1949,Laubmoose,Bryaceae,Pohlia,nutans,(Hedw.) Lindb.,,,Nickendes Pohlmoos,Nodding Thread-moss,NE
1952,Laubmoose,Bryaceae,Pohlia,obtusifolia,(Brid.) L.F.Koch,,,Stumpfblättriges Pohlmoos,,LC
1956,Laubmoose,Bryaceae,Pohlia,proligera,(Kindb.) Broth.,,,Brutbildendes Pohlmoos,,NT
1958,Laubmoose,Bryaceae,Pohlia,sphagnicola,(Bruch & Schimp.) Broth.,,,Moor-Pohlmoos,,VU
1961,Laubmoose,Bryaceae,Pohlia,vexans,(Limpr.) H.Lindb.,,,Alluvionen-Pohlmoos,,VU
1964,Laubmoose,Bryaceae,Pohlia,wahlenbergii,(F.Weber & D.Mohr) A.L.Andrews,,,Weissliches Pohlmoos,Pale glaucous Thread-moss,LC
1895,Laubmoose,Polytrichaceae,Polytrichum,aloides,Hedw.,,,Aloeblättriges Filzmützenmoos,Aloe Haircap,LC
1969,Laubmoose,Polytrichaceae,Polytrichum,alpinum,Hedw.,,,Alpen-Widertonmoos,Alpine Haircap,LC
3914,Laubmoose,Polytrichaceae,Polytrichum,commune,Hedw.,,,Gemeines Widertonmoos,,LC
1975,Laubmoose,Polytrichaceae,Polytrichum,formosum,Hedw.,,,Schönes Widertonmoos,,LC
1980,Laubmoose,Polytrichaceae,Polytrichum,juniperinum,Hedw.,,,Wacholder-Widertonmoos,Juniper Haircap,LC
1981,Laubmoose,Polytrichaceae,Polytrichum,longisetum,Brid.,,,Zierliches Widertonmoos,Slender Haircap,NT
1896,Laubmoose,Polytrichaceae,Polytrichum,nanum,Hedw.,,,Kleines Filzmützenmoos,Dwarf Haircap,CR
