bryo_taxa_id,klasse,familie,gattung,art,autor,unterart,autor_unterart,name_de,name_en,rl2004
3425,Laubmoose,Fissidentaceae,Fissidens,pusillus,(Wilson) Milde,,,Zwerg-Spaltzahnmoos,,DD
1382,Laubmoose,Fissidentaceae,Fissidens,rivularis,(Spruce) Schimp.,,,Bach-Spaltzahnmoos,River Pocket-moss,VU
1383,Laubmoose,Fissidentaceae,Fissidens,rufulus,Bruch & Schimp.,,,Schlankes Spaltzahnmoos,Beck Pocket-moss,EN
1385,Laubmoose,Fissidentaceae,Fissidens,taxifolius,Hedw. ,subsp. taxifolius,,Eibenblättriges Spaltzahnmoos,,LC
1384,Laubmoose,Fissidentaceae,Fissidens,taxifolius,Hedw.,,,Eibenblättriges Spaltzahnmoos,Common Pocket-moss,NE
1388,Laubmoose,Fissidentaceae,Fissidens,viridulus,,subsp. incurvus,(Röhl.) Waldh.,Gekrümmtes Spaltzahnmoos,,DD
3431,Laubmoose,Fissidentaceae,Fissidens,viridulus,(Sw.) Wahlenb. ,subsp. viridulus,,Zartgrünes Spaltzahnmoos,,DD
3432,Laubmoose,Fissidentaceae,Fissidens,viridulus,(anon.) Wahlenb.,,,Zartgrünes Spaltzahnmoos,,DD
1401,Laubmoose,Fontinalaceae,Fontinalis,antipyretica,Hedw.,,,Gemeines Brunnenmoos,Greater Water-moss,LC
1410,Laubmoose,Fontinalaceae,Fontinalis,hypnoides,C.Hartm.,,,Schlafmoosähnliches Brunnenmoos,,VU
1412,Laubmoose,Fontinalaceae,Fontinalis,squamosa,Hedw.,,,Schuppiges Brunnenmoos,Alpine Water-moss,VU
144,Lebermoose,Fossombroniaceae,Fossombronia,angulosa,(Dicks.) Raddi,,,Eckiges Zipfelmoos,Greater Frillwort,VU
2713,Lebermoose,Fossombroniaceae,Fossombronia,caespitiformis,,subsp. multispira,(Schiffn.) J.R.Bray & Cargill,Rasenförmiges Zipfelmoos,Husnot's Frillwort,NE
145,Lebermoose,Fossombroniaceae,Fossombronia,caespitiformis,Rabenh.,,,Rasenförmiges Zipfelmoos,Spanish Frillwort,DD
147,Lebermoose,Fossombroniaceae,Fossombronia,foveolata,Lindb.,,,Moor-Zipfelmoos,Pitted Frillwort,RE
2511,Lebermoose,Fossombroniaceae,Fossombronia,incurva,Lindb.,,,Aufrechtes Zipfelmoos,Weedy Frillwort,VU
149,Lebermoose,Fossombroniaceae,Fossombronia,pusilla,(L.) Nees,,,Zwerg-Zipfelmoos,Common Frillwort,VU
150,Lebermoose,Fossombroniaceae,Fossombronia,wondraczekii,(Corda) Lindb.,,,Kamm-Zipfelmoos,Acid Frillwort,VU
151,Lebermoose,Frullaniaceae,Frullania,dilatata,(L.) Dumort.,,,Breites Wassersackmoos,Dilated Scalewort,LC
152,Lebermoose,Frullaniaceae,Frullania,fragilifolia,(Taylor) Gottsche & al.,,,Bruchblättriges Wassersackmoos,Spotty Scalewort,LC
153,Lebermoose,Frullaniaceae,Frullania,inflata,Gottsche,,,Aufgeblasenes Wassersackmoos,,VU
155,Lebermoose,Frullaniaceae,Frullania,jackii,Gottsche,,,Jacks Wassersackmoos,,NT
2492,Lebermoose,Frullaniaceae,Frullania,parvistipula,Steph.,,,Kleinstipeliges Wassersackmoos,,CR
156,Lebermoose,Frullaniaceae,Frullania,riparia,Lehm.,,,Wärmeliebendes Wassersackmoos,,VU
3472,Lebermoose,Frullaniaceae,Frullania,tamarisci,(L.) Dumort. ,subsp. tamarisci,,Tamarisken-Wassersackmoos,,NT
157,Lebermoose,Frullaniaceae,Frullania,tamarisci,(L.) Dumort.,,,Tamarisken-Wassersackmoos,Tamarisk Scalewort,NT
1413,Laubmoose,Funariaceae,Funaria,attenuata,(Dicks.) Lindb.,,,Schmales Hinterzahnmoos,Thin Cord-moss,EN
1416,Laubmoose,Funariaceae,Funaria,fascicularis,(Hedw.) Lindb.,,,Büscheliges Hinterzahnmoos,Hasselquist's Hyssop,EN
1418,Laubmoose,Funariaceae,Funaria,hygrometrica,Hedw.,,,Wetteranzeigendes Drehmoos,Bonfire-moss,LC
1419,Laubmoose,Funariaceae,Funaria,microstoma,Schimp.,,,Kleinmündiges Drehmoos,,CR
1420,Laubmoose,Funariaceae,Funaria,muhlenbergii,Turner,,,Mühlenbergs Drehmoos,,CR
1424,Laubmoose,Funariaceae,Funaria,obtusa,(Hedw.) Lindb.,,,Stumpfes Hinterzahnmoos,Blunt Cord-moss,CR
1427,Laubmoose,Funariaceae,Funaria,pulchella,H.Philib.,,,Niedliches Drehmoos,,CR
158,Lebermoose,Geocalycaceae,Geocalyx,graveolens,(Schrad.) Nees,,,Duftendes Erdkelchmoos,Turpswort,CR
2550,Laubmoose,Grimmiaceae,Grimmia,alpestris,(F.Weber & D.Mohr) Schleich.,,,Alpen-Kissenmoos,,LC
3484,Laubmoose,Grimmiaceae,Grimmia,anodon,Bruch & Schimp.,,,Ohnzahn-Kissenmoos,,LC
1454,Laubmoose,Grimmiaceae,Grimmia,anomala,Schimp.,,,Abnormes Kissenmoos,,NT
1437,Laubmoose,Grimmiaceae,Grimmia,atrata,Hornsch.,,,Schwarzes Kissenmoos,Copper Grimmia,VU
1439,Laubmoose,Grimmiaceae,Grimmia,caespiticia,(Brid.) Jur.,,,Rasen-Kissenmoos,,LC
1440,Laubmoose,Grimmiaceae,Grimmia,crinita,Brid.,,,Haar-Kissenmoos,,EN
1441,Laubmoose,Grimmiaceae,Grimmia,decipiens,(Schultz) Lindb.,,,Täuschendes Kissenmoos,Great Grimmia,VU
2686,Laubmoose,Grimmiaceae,Grimmia,dissimulata,E.Maier,,,Heimliches Kissenmoos,,DD
1442,Laubmoose,Grimmiaceae,Grimmia,donniana,Sm.,,,Stumpfdeckel-Kissenmoos,Donn's Grimmia,LC
1447,Laubmoose,Grimmiaceae,Grimmia,elatior,Bals.-Criv. & De Not.,,,Hohes Kissenmoos,,LC
1448,Laubmoose,Grimmiaceae,Grimmia,elongata,Kaulf.,,,Verlängertes Kissenmoos,,VU
1449,Laubmoose,Grimmiaceae,Grimmia,funalis,(Schwägr.) Bruch & Schimp.,,,Seilartiges Kissenmoos,String Grimmia,LC
1435,Laubmoose,Grimmiaceae,Grimmia,fuscolutea,Hook.,,,Braungelbes Kissenmoos,,VU
1451,Laubmoose,Grimmiaceae,Grimmia,hartmanii,Schimp.,,,Himbeer-Kissenmoos,Hartman's Grimmia,LC
1457,Laubmoose,Grimmiaceae,Grimmia,incurva,Schwägr.,,,Krummblatt-Kissenmoos,,LC
1458,Laubmoose,Grimmiaceae,Grimmia,laevigata,(Brid.) Brid.,,,Graues Kissenmoos,Hoary Grimmia,LC
1479,Laubmoose,Grimmiaceae,Grimmia,lisae,De Not.,,,Lisas Kissenmoos,,DD
1428,Laubmoose,Grimmiaceae,Grimmia,longirostris,Hook.,,,Langschnäbeliges Kissenmoos,,LC
1461,Laubmoose,Grimmiaceae,Grimmia,montana,Bruch & Schimp.,,,Berg-Kissenmoos,Sun Grimmia,LC
1480,Laubmoose,Grimmiaceae,Grimmia,muehlenbeckii,Schimp.,,,Kantiges Kissenmoos,,LC
1462,Laubmoose,Grimmiaceae,Grimmia,orbicularis,Wilson,,,Kugelfrucht-Kissenmoos,,LC
1463,Laubmoose,Grimmiaceae,Grimmia,ovalis,(Hedw.) Lindb.,,,Eifrüchtiges Kissenmoos,Flat-rock Grimmia,NE
1467,Laubmoose,Grimmiaceae,Grimmia,pulvinata,(Hedw.) Sm.,,,Polster-Kissenmoos,Grey-cushioned Grimmia,LC
1286,Laubmoose,Grimmiaceae,Grimmia,ramondii,(Lam. & DC.) Margad.,,,Schlitzzahnmoos,,LC
1468,Laubmoose,Grimmiaceae,Grimmia,sessitana,De Not.,,,Flaches Kissenmoos,,LC
3498,Laubmoose,Grimmiaceae,Grimmia,tergestina,Bruch & Schimp.,,,Echtes Triestiner Kissenmoos,,LC
1477,Laubmoose,Grimmiaceae,Grimmia,torquata,Drumm.,,,Dreh-Kissenmoos,Twisted Grimmia,NT
1478,Laubmoose,Grimmiaceae,Grimmia,trichophylla,Grev.,,,Haarblatt-Kissenmoos,Hair-pointed Grimmia,NT
1481,Laubmoose,Grimmiaceae,Grimmia,unicolor,Hook.,,,Einfarbiges Kissenmoos,,NT
160,Lebermoose,Scapaniaceae,Gymnocolea,inflata,(Huds.) Dumort. ,subsp. inflata,,Aufgeblasenes Nacktkelchmoos,Inflated Notchwort,LC
3504,Lebermoose,Scapaniaceae,Gymnocolea,inflata,(Huds.) Dumort.,,,,,LC
293,Lebermoose,Gymnomitriaceae,Gymnomitrion,adustum,Nees,,,Winziges Geldbeutelmoos,Scorched Rustwort,VU
295,Lebermoose,Gymnomitriaceae,Gymnomitrion,alpinum,(Husn.) Schiffn.,,,Alpen-Geldbeutelmoos,Alpine Rustwort,VU
300,Lebermoose,Gymnomitriaceae,Gymnomitrion,brevissimum,(Dumort.) Warnst.,,,Schneeboden-Geldbeutelmoos,Snow Rustwort,LC
303,Lebermoose,Gymnomitriaceae,Gymnomitrion,commutatum,(Limpr.) Schiffn.,,,Veränderliches Geldbeutelmoos,,VU
163,Lebermoose,Gymnomitriaceae,Gymnomitrion,concinnatum,(Lightf.) Corda,,,Zierliches Nacktmützenmoos,Braided Frostwort,LC
164,Lebermoose,Gymnomitriaceae,Gymnomitrion,corallioides,Nees,,,Korallen-Nacktmützenmoos,,NT
165,Lebermoose,Gymnomitriaceae,Gymnomitrion,obtusum,Lindb.,,,Stumpfblättriges Nacktmützenmoos,White Frostwort,VU
1482,Laubmoose,Pottiaceae,Gymnostomum,aeruginosum,Sm.,,,Grünspan-Nacktmundmoos,Verdigris Tufa-moss,LC
1484,Laubmoose,Pottiaceae,Gymnostomum,calcareum,Nees & Hornsch.,,,Kalk-Nacktmundmoos,Blunt-leaved Tufa-moss,LC
4394,Laubmoose,Pottiaceae,Gymnostomum,viridulum,Brid. ,subsp. viridulum,,Zartgrünes Nacktmundmoos,Luisier's Tufa-moss,VU
2510,Laubmoose,Pottiaceae,Gymnostomum,viridulum,Brid.,,,Zartgrünes Nacktmundmoos,Luisier's Tufa-moss,VU
1485,Laubmoose,Pottiaceae,Gyroweisia,tenuis,(Hedw.) Schimp.,,,Zartes Ringperlmoos,Slender Stubble-moss,LC
1487,Laubmoose,Pterigynandraceae,Habrodon,perpusillus,(De Not.) Lindb.,,,Schlängelmoos,Lesser Squirrel-tail Moss,VU
2548,Laubmoose,Calliergonaceae,Hamatocaulis,vernicosus,(Mitt.) Hedenäs,,,Glänzender Krückstock,Varnished Hoook-moss,NT
2324,Laubmoose,Leskeaceae,Haplocladium,angustifolium,(Hampe & Müll.Hal.) Broth.,,,Schmalblättriges Thujamoos,,EN
2340,Laubmoose,Leskeaceae,Haplocladium,virginianum,(Brid.) Broth.,,,Virginisches Thujamoos,,CR
166,Lebermoose,Haplomitriaceae,Haplomitrium,hookeri,(Sm.) Nees,,,Hookers Einmützenmoos,Hooker's Flapwort,VU
2708,Lebermoose,Lejeuneaceae,Harpalejeunea,molleri,(Steph.) Grolle,,,Herz-Lebermoos,Pointed Pouncewort,VU
168,Lebermoose,Geocalycaceae,Harpanthus,flotovianus,(Nees) Nees,,,Flotows Sichellebermoos,,VU
169,Lebermoose,Geocalycaceae,Harpanthus,scutatus,(F.Weber & D.Mohr) Spruce,,,Schild-Sichellebermoos,Stipular Flapwort,EN
1490,Laubmoose,Hedwigiaceae,Hedwigia,ciliata,(Hedw.) P. Beauv.,,,Wimpern-Hedwigsmoos,,LC
2642,Laubmoose,Hedwigiaceae,Hedwigia,stellata,Hedenäs,,,Stern-Hedwigsmoos,Starry Hoar-moss,VU
2327,Laubmoose,Thuidiaceae,Helodium,blandowii,(F.Weber & D.Mohr) Warnst.,,,Blandows Sumpf-Thujamoos,,RE
1996,Laubmoose,Pottiaceae,Hennediella,heimii,(Hedw.) R.H.Zander,,,Heims Bandzahnmoos,Heim's Pottia,VU
1496,Laubmoose,Hypnaceae,Herzogiella,seligeri,(Brid.) Z.Iwats.,,,Schlesisches Stumpenmoos,Silesian Feather-moss,LC
1501,Laubmoose,Hypnaceae,Herzogiella,striatella,(Brid.) Z.Iwats.,,,Streifenfrüchtiges Stumpenmoos,Muhlenbeck's Feather-moss,EN
1505,Laubmoose,Pterigynandraceae,Heterocladium,dimorphum,(Brid.) Schimp.,,,Sparriges Wechselzweigmoos,,LC
3531,Laubmoose,Pterigynandraceae,Heterocladium,flaccidum,(Schimp.) A.J.E.Sm.,,,Vergängliches Wechselzweigmoos,,DD
3532,Laubmoose,Pterigynandraceae,Heterocladium,heteropterum,(Brid.) Schimp.,,,Ungleichgefiedertes Wechselzweigmoos,,LC
1516,Laubmoose,Neckeraceae,Homalia,trichomanoides,(Hedw.) Brid.,,,Streifenfarn-Flachmoos,Blunt Feather-moss,LC
1520,Laubmoose,Brachytheciaceae,Homalothecium,lutescens,(Hedw.) H.Rob.,,,Echtes Goldmoos,Yellow Feather-moss,LC
1527,Laubmoose,Brachytheciaceae,Homalothecium,philippeanum,(Spruce) Schimp.,,,Langrippiges Goldmoos,,LC
1529,Laubmoose,Brachytheciaceae,Homalothecium,sericeum,(Hedw.) Schimp.,,,Seidenmoos,Silky Wall Feather-moss,LC
1531,Laubmoose,Hypnaceae,Homomallium,incurvatum,(Brid.) Loeske,,,Felsenschlafmoos,Incurved Feather-moss,LC
1535,Laubmoose,Hookeriaceae,Hookeria,lucens,(Hedw.) Sm.,,,Glänzendes Flügelblattmoos,Shining Hookeria,LC
1538,Laubmoose,Grimmiaceae,Hydrogrimmia,mollis,(Bruch & Schimp.) Loeske,,,Wasser-Kissenmoos,,LC
505,Laubmoose,Amblystegiaceae,Hygroamblystegium,fluviatile,(Hedw.) Loeske,,,Fluss-Stumpfdeckel,Brook-side Feather-moss,VU
507,Laubmoose,Amblystegiaceae,Hygroamblystegium,humile,(P.Beauv.) Vanderp. & al.,,,Niedriger Stumpfdeckel,Constricted Feather-moss,VU
535,Laubmoose,Amblystegiaceae,Hygroamblystegium,tenax,(Hedw.) Jenn.,,,Starrer Stumpfdeckel,Fountain Feather-moss,LC
539,Laubmoose,Amblystegiaceae,Hygroamblystegium,varium,(Hedw.) Mönk.,,,Veränderlicher Stumpfdeckel,Willow Feather-moss,LC
170,Lebermoose,Cephaloziaceae,Hygrobiella,laxifolia,(Hook.) Spruce,,,Feuchtmoos,Lax Notchwort,VU
1540,Laubmoose,Amblystegiaceae,Hygrohypnum,alpestre,(Hedw.) Loeske,,,Bach-Wasserschlafmoos,,VU
1542,Laubmoose,Amblystegiaceae,Hygrohypnum,alpinum,(Lindb.) Loeske,,,Alpen-Wasserschlafmoos,,EN
1543,Laubmoose,Amblystegiaceae,Hygrohypnum,cochlearifolium,(Venturi) Broth.,,,Löffelblättriges Wasserschlafmoos,,CR
1545,Laubmoose,Amblystegiaceae,Hygrohypnum,duriusculum,(De Not.) D.W.Jamieson,,,Breites Wasserschlafmoos,Borad-leaved Brook-moss,NT
1547,Laubmoose,Amblystegiaceae,Hygrohypnum,eugyrium,(Schimp.) Broth.,,,Nordisches Wasserschlafmoos,Western Brook-moss,VU
1549,Laubmoose,Amblystegiaceae,Hygrohypnum,luridum,(Hedw.) Jenn.,,,Bräunliches Wasserschlafmoos,Drab Brook-moss,LC
1553,Laubmoose,Amblystegiaceae,Hygrohypnum,molle,(Hedw.) Loeske,,,Weiches Wasserschlafmoos,,VU
1554,Laubmoose,Amblystegiaceae,Hygrohypnum,norvegicum,(Schimp.) J.J.Amann,,,Norwegisches Wasserschlafmoos,,VU
1556,Laubmoose,Amblystegiaceae,Hygrohypnum,ochraceum,(Wilson) Loeske,,,Rostgelbes Wasserschlafmoos,Claw Brook-moss,VU
1557,Laubmoose,Amblystegiaceae,Hygrohypnum,smithii,(Sw.) Broth.,,,Arktisches Wasserschlafmoos,Arctic Brook-moss,EN
1559,Laubmoose,Amblystegiaceae,Hygrohypnum,styriacum,(Limpr.) Broth.,,,Steirisches Wasserschlafmoos,,VU
1562,Laubmoose,Hylocomiaceae,Hylocomiastrum,pyrenaicum,(Spruce) M.Fleisch.,,,Pyrenäen-Hainmoos,Oake's Wood-moss,LC
1566,Laubmoose,Hylocomiaceae,Hylocomiastrum,umbratum,(Hedw.) M.Fleisch.,,,Mattes Hainmoos,Shaded Wood-moss,LC
1563,Laubmoose,Hylocomiaceae,Hylocomium,splendens,(Hedw.) Schimp.,,,Etagenmoos,Glittering Wood-moss,LC
1567,Laubmoose,Pottiaceae,Hymenostylium,recurvirostrum,(Hedw.) Dixon,,,Krummschnäbeliges Deckelsäulchenmoos,Hook-beak Tufa-moss,LC
1572,Laubmoose,Pottiaceae,Hyophila,involuta,(Hook.) A.Jaeger,,,Eingerolltes Ufermoos,,VU
1590,Laubmoose,Hypnaceae,Hypnum,andoi,A.J.E.Sm.,,,Warziges Schlafmoos,Mamillate Plait-moss,LC
1575,Laubmoose,Hypnaceae,Hypnum,bambergeri,Schimp.,,,Bamberger-Schlafmoos,Golden Plait-moss,EN
1578,Laubmoose,Hypnaceae,Hypnum,callichroum,Brid.,,,Schönfarbiges Schlafmoos,Downy Plait-moss,LC
3550,Laubmoose,Hypnaceae,Hypnum,cupressiforme,Hedw.,,,Echtes Zypressen-Schlafmoos,,LC
1597,Laubmoose,Hypnaceae,Hypnum,fertile,Sendtn.,,,Fruchtbares Schlafmoos,,VU
1600,Laubmoose,Hypnaceae,Hypnum,hamulosum,Schimp.,,,Haken-Schlafmoos,Hook-leaved Plait-moss,EN
1585,Laubmoose,Hypnaceae,Hypnum,imponens,Hedw.,,,Geradfrüchtiges Schlafmoos,Pellucid Plait-moss,VU
2493,Laubmoose,Hypnaceae,Hypnum,jutlandicum,Holmen & E.Warncke,,,Heide-Schlafmoos,,VU
1609,Laubmoose,Hypnaceae,Hypnum,pallescens,(Hedw.) P.Beauv.,,,Blassgelbes Schlafmoos,,LC
1135,Laubmoose,Hypnaceae,Hypnum,procerrimum,Molendo,,,Üppiges Kamm-Moos,,EN
1620,Laubmoose,Hypnaceae,Hypnum,recurvatum,(Lindb. & Arnell) Kindb.,,,Krallen-Schlafmoos,,LC
1627,Laubmoose,Hypnaceae,Hypnum,revolutum,(Mitt.) Lindb.,,,Rollrand-Schlafmoos,,LC
1633,Laubmoose,Hypnaceae,Hypnum,sauteri,Schimp.,,,Zierliches Schlafmoos,,EN
1636,Laubmoose,Hypnaceae,Hypnum,vaucheri,Lesq.,,,Hohlblättriges Schlafmoos,,LC
1641,Laubmoose,Hypnaceae,Isopterygiopsis,muelleriana,(Schimp.) Z.Iwats.,,,Müllers Gleichflügelmoos,Mueller's Silk-moss,LC
1644,Laubmoose,Hypnaceae,Isopterygiopsis,pulchella,(Hedw.) Z.Iwats.,,,Hübsches Gleichflügelmoos,Neat Silk-moss,LC
1646,Laubmoose,Lembophyllaceae,Isothecium,alopecuroides,(Dubois) Isov.,,,Grosses Mausschwanzmoos,Larger Mouse-tail Moss,LC
3567,Laubmoose,Lembophyllaceae,Isothecium,myosuroides,Brid.,subsp. myosuroides,,Kleines Mausschwanzmoos,Mouse-tail Moss,NT
1650,Laubmoose,Lembophyllaceae,Isothecium,myosuroides,Brid.,,,Kleines Mausschwanzmoos,Mouse-tail Moss,NT
174,Lebermoose,Jungermanniaceae,Jungermannia,atrovirens,Dumort.,,,Schwarzgrünes Jungermannmoos,Dark-green Flapwort,LC
179,Lebermoose,Jungermanniaceae,Jungermannia,borealis,Damsh. & Vána,,,Nordisches Jungermannmoos,,VU
187,Lebermoose,Jungermanniaceae,Jungermannia,exsertifolia,,subsp. cordifolia,(Dumort.) Vána,Herzblättriges Jungermannmoos,,VU
186,Lebermoose,Jungermanniaceae,Jungermannia,exsertifolia,Steph.,,,Herzblättriges Jungermannmoos,,VU
202,Lebermoose,Jungermanniaceae,Jungermannia,polaris,Lindb.,,,Arktisches Jungermannmoos,,LC
205,Lebermoose,Jungermanniaceae,Jungermannia,pumila,With.,,,Kleines Jungermannmoos,Dwarf Flapwort,VU
1651,Laubmoose,Rhabdoweisiaceae,Kiaeria,blyttii,(Bruch & Schimp.) Broth.,,,Blytts Kropf-Gabelzahnmoos,Blytt's Fork-moss,LC
1653,Laubmoose,Rhabdoweisiaceae,Kiaeria,falcata,(Hedw.) I.Hagen,,,Sicheliges Kropfgabelzahnmoos,Sickle-leaved Fork-moss,LC
1656,Laubmoose,Rhabdoweisiaceae,Kiaeria,starkei,(F.Weber & D.Mohr) I.Hagen,,,Starkes Kropf-Gabelzahnmoos,Starke's Fork-moss,LC
1340,Laubmoose,Brachytheciaceae,Kindbergia,praelonga,(Hedw.) Ochyra,,,Verschiedenblättriges Schönschnabelmoos,Common Feather-moss,LC
217,Lebermoose,Lepidoziaceae,Kurzia,pauciflora,(Dicks.) Grolle,,,Wenigblütiges Kleinschuppenzweigmoos,Bristly Fingerwort,EN
225,Lebermoose,Lepidoziaceae,Kurzia,trichoclados,(Müll.Frib.) Grolle,,,Haarfeines Kleinschuppenzweigmoos,Heath Fingerwort,VU
238,Lebermoose,Jungermanniaceae,Leiocolea,badensis,(Gottsche) Jörg.,,,Badener Glattkelchmoos,Scarce Notchwort,LC
241,Lebermoose,Jungermanniaceae,Leiocolea,bantriensis,(Hook.) Jörg.,,,Grosses Glattkelchmoos,Bantry Notchwort,LC
246,Lebermoose,Jungermanniaceae,Leiocolea,collaris,(Nees) Schljakov,,,Müllers Glattkelchmoos,,LC
254,Lebermoose,Jungermanniaceae,Leiocolea,gillmanii,(Austin) A.Evans,,,Gillman-Glattkelchmoos,,VU
257,Lebermoose,Jungermanniaceae,Leiocolea,heterocolpos,(Hartm.) H.Buch,,,Brutkörpertragendes Glattkelchmoos,Ragged Notchwort,LC
272,Lebermoose,Jungermanniaceae,Leiocolea,turbinata,(Raddi) H.Buch,,,Mediterranes Glattkelchmoos,Top Notchwort,EN
228,Lebermoose,Lejeuneaceae,Lejeunea,cavifolia,(Ehrh.) Lindb.,,,Hohlblättriges Lappenmoos,Micheli's Least Pouncewort,LC
3613,Lebermoose,Lejeuneaceae,Lejeunea,lamacerina,(Steph.) Schiffn. ,subsp. lamacerina,,Flachblättriges Lappenmoos,,VU
2496,Lebermoose,Lejeuneaceae,Lejeunea,lamacerina,(Steph.) Schiffn.,,,Flachblättriges Lappenmoos,Western Pouncewort,VU
231,Lebermoose,Lepidoziaceae,Lepidozia,reptans,(L.) Dumort.,,,Kleines Schuppenzweigmoos,Creeping Fingerwort,LC
1658,Laubmoose,Meesiaceae,Leptobryum,pyriforme,(Hedw.) Wilson,,,Echtes Seidenbirnmoos,Golden Thread-moss,LC
516,Laubmoose,Amblystegiaceae,Leptodictyum,riparium,(Hedw.) Warnst.,,,Ufermoos,Kneiff's Feather-moss,LC
1660,Laubmoose,Leptodontaceae,Leptodon,smithii,(Hedw.) F.Weber & D.Mohr,,,Schneckenmoos,Prince-of-Wales Feather-moss,VU
1662,Laubmoose,Pottiaceae,Leptodontium,styriacum,(Jur.) Limpr.,,,Steirisches Dünnzahnmoos,,VU
1663,Laubmoose,Leskeaceae,Lescuraea,mutabilis,(Brid.) I.Hagen,,,Veränderliches Streifenmoos,,LC
1665,Laubmoose,Leskeaceae,Lescuraea,saxicola,(Schimp.) Molendo,,,Fels-Streifenmoos,,LC
1672,Laubmoose,Leskeaceae,Leskea,polycarpa,Hedw.,,,Vielfrüchtiges Leskemoos,Many-fruited Leskea,LC
1673,Laubmoose,Leucobryaceae,Leucobryum,glaucum,(Hedw.) Ångstr.,,,Gemeines Weissmoos,Large White-moss,LC
1674,Laubmoose,Leucobryaceae,Leucobryum,juniperoideum,(Brid.) Müll.Hal.,,,Wacholder-Weissmoos,Smaller Whitw-moss,LC
1676,Laubmoose,Leucodontaceae,Leucodon,sciuroides,(Hedw.) Schwägr.,,,Eichhörnchenschwanz-Moos,Squirrel-tail Moss,LC
196,Lebermoose,Jungermanniaceae,Liochlaena,lanceolata,Nees,,,Glattkelchiges Jungermannmoos,,VU
1560,Laubmoose,Hylocomiaceae,Loeskeobryum,brevirostre,(Brid.) M.Fleisch.,,,Grosses Hainmoos,Short-beaked Wood-moss,LC
3641,Lebermoose,Lophocoleaceae,Lophocolea,bidentata,(L.) Dumort. ,subsp. bidentata,,Zweizähniges Kammkelchmoos,,LC
232,Lebermoose,Lophocoleaceae,Lophocolea,bidentata,(L.) Dumort.,,,Zweizähniges Kammkelchmoos,Bifid Crestwort,LC
3651,Lebermoose,Lophocolea,Lophocolea,heterophylla,(Schrad.) Dumort. ,subsp. heterophylla,,Verschiedenblättriges Kammkelchmoos,,LC
234,Lebermoose,Lophocoleaceae,Lophocolea,heterophylla,(Schrad.) Dumort.,,,Verschiedenblättriges Kammkelchmoos,Variable-leaved Crestwort,LC
235,Lebermoose,Lophocoleaceae,Lophocolea,minor,Nees,,,Kleines Kammkelchmoos,,LC
236,Lebermoose,Scapaniaceae,Lophozia,ascendens,(Warnst.) R.M.Schust.,,,Kleines Spitzmoos,,LC
242,Lebermoose,Scapaniaceae,Lophozia,bicrenata,(Hoffm.) Dumort.,,,Zedernholz-Spitzmoos,Lesser Notchwort,VU
248,Lebermoose,Scapaniaceae,Lophozia,decolorans,(Limpr.) Steph.,,,Entfärbtes Spitzmoos,,LC
250,Lebermoose,Scapaniaceae,Lophozia,excisa,(Dicks.) Dumort.,,,Salatkopf-Spitzmoos,Capitate Notchwort,LC
255,Lebermoose,Scapaniaceae,Lophozia,grandiretis,(Kaal.) Schiffn.,,,Grosszelliges Spitzmoos,,VU
258,Lebermoose,Scapaniaceae,Lophozia,incisa,(Schrad.) Dumort.,,,Bläulichgrünes Spitzmoos,Jagged Notchwort,LC
259,Lebermoose,Scapaniaceae,Lophozia,laxa,(Lindb.) Grolle,,,Moor-Spitzmoos,,EN
3679,Lebermoose,Scapaniaceae,Lophozia,longidens,(Lindb.) Macoun ,subsp. longidens,,Langblütiges Spitzmoos,,LC
261,Lebermoose,Scapaniaceae,Lophozia,longidens,(Lindb.) Macoun,,,Horn-Spitzmoos,Horned Flapwort,LC
263,Lebermoose,Scapaniaceae,Lophozia,longiflora,(Nees) Schiffn.,,,Langblütiges Spitzmoos,,LC
266,Lebermoose,Scapaniaceae,Lophozia,obtusa,(Lindb.) A.Evans,,,Stumpflappiges Spitzmoos,,LC
267,Lebermoose,Scapaniaceae,Lophozia,opacifolia,(Culm.) Meyl.,,,Schneeboden-Spitzmoos,Alpine Jagged Notchwort,LC
268,Lebermoose,Scapaniaceae,Lophozia,perssonii,H.Buch & S.W.Arnell,,,Perssons Spitzmoos,Chalk Notchwort,VU
274,Lebermoose,Scapaniaceae,Lophozia,silvicola,H.Buch,,,Wald-Spitzmoos,,DD
269,Lebermoose,Scapaniaceae,Lophozia,sudetica,(Huebener) Grolle,,,Sudeten-Spitzmoos,Hill Flapwort,LC
3698,Lebermoose,Scapaniaceae,Lophozia,ventricosa,(Dicks.) Dumort.,,,Gewöhnliches Spitzmoos,,LC
275,Lebermoose,Scapaniaceae,Lophozia,wenzelii,(Nees) Steph.,,,Wenzels Spitzmoos,,LC
3714,Lebermoose,Lunulariaceae,Lunularia,cruciata,(L.) Lindb. ,subsp. cruciata,,Mondbechermoos,,LC
277,Lebermoose,Lunulariaceae,Lunularia,cruciata,(L.) Lindb.,,,Mondbechermoos,Crescent-cup Liverwort,LC
278,Lebermoose,Aytoniaceae,Mannia,androgyna,(L.) A.Evans,,,Zwittriges Grimaldimoos,,CR
4406,Lebermoose,Aytoniaceae,Mannia,controversa,(Meyl.) D.B.Schill,subsp. controversa,,,,DD
4405,Lebermoose,Aytoniaceae,Mannia,controversa,(Meyl.) D.B.Schill,,,,,DD
